text,topic,timestamp,annotator_1,annotator_2,annotator_3,sentiment
what I believe right as expressed in the campaign guides my legislative decisions in this secession of Congress,Elections,2024-11-24 23:31:00,positive,positive,positive,positive
"The NRA has a tremendous amount of influence on Republicans in Congress, who have blocked every opportunity to vote…",Elections,2024-06-29 05:08:00,positive,positive,positive,positive
": House Democrats, led by , urge HHS to reject Medicaid lifetime limits. “Unspeakably cruel.”",Elections,2024-10-04 20:03:00,negative,negative,negative,negative
"It's hard to imagine how the President, and the Republicans who are in control of the Senate and the House, cannot…",Elections,2024-02-08 21:03:00,negative,negative,negative,negative
Washington DC residents voted for President for 1st time in 1964. 52yrs later &amp; fight for of ALL continues.,Elections,2024-11-18 07:04:00,neutral,neutral,neutral,neutral
": .: We are in yet another full committee markup, and Republicans have still not provided us with 302(b) allo…",Elections,2024-08-21 11:03:00,positive,positive,neutral,positive
: BREAKING: Implementation of NextGen is on budget &amp; republican’s plan to privatize ATC may jeopardize it. Read more:,Elections,2024-11-11 15:42:00,positive,positive,positive,positive
"supporting bipartisan budget agreement. CRs devastate readiness, waste resources and endanger warf…",Elections,2024-07-29 00:01:00,neutral,neutral,neutral,neutral
": Rep. Tonko on allegations of ""seemingly endless misconduct"" against EPA head Scott Pruitt: ""Imagine if a Democrat acted in…",Elections,2024-05-26 00:32:00,negative,negative,negative,negative
": The Trump Administration is pushing to privatize it, but veterans say . Our new ad.",Elections,2024-04-01 03:58:00,positive,positive,positive,positive
. did the right thing &amp; voted to continue expanded Medicaid. Failure to do so would have threatened a…,Elections,2024-11-13 16:16:00,neutral,positive,neutral,neutral
: My thoughts and prayers goes out to all involved with the tragic train crash involving my Republican colleagues.,Elections,2024-07-22 02:23:00,negative,negative,negative,negative
Sham election in is yet another example of the regime’s dictatorial repression of fundamental freedoms which…,Elections,2024-05-04 22:14:00,negative,negative,negative,negative
: Thank you for your vote to protect - America’s natural &amp; historic places. Keep up the amazing work!,Elections,2024-02-11 20:54:00,positive,positive,positive,positive
": Listen up hypocritical GOP congresspeople, I will haunt every single one of you that claims a ""pro-life"" mantle and yet votes t…",Elections,2024-07-13 12:35:00,neutral,neutral,negative,neutral
". on including Alexander-Murray/CSRs in end of the year spending bills: ""The pro-life Republican Congre…",Elections,2024-12-25 05:05:00,neutral,neutral,neutral,neutral
The FY19 Legislative Branch Appropriations Bill has been approved on a voice vote.,Elections,2024-06-18 18:54:00,neutral,neutral,neutral,neutral
: Sending a huge thank you to my good friend for his generous donation and strong endorsement for my reelection on…,Elections,2024-01-22 07:13:00,positive,positive,positive,positive
: N.J. Democrat pushes to defy and make it harder for mentally ill to buy guns,Elections,2024-10-17 15:17:00,negative,negative,negative,negative
TODAY: The Senate is voting on whether to save ! We need to keep fighting to ensure the Internet rema…,Elections,2024-05-23 17:36:00,neutral,positive,neutral,neutral
: . trying to get his first bill passed ↓,Elections,2024-06-10 00:13:00,positive,positive,positive,positive
: Too many communities have seen terrible tragedies. Watch take a stand to at 9 am ET.,Elections,2024-12-30 12:59:00,negative,negative,negative,negative
"Having Montenegro as a democratic ally is greatly important as continues to combat Russian aggression, especi…",Elections,2024-10-17 12:43:00,positive,positive,positive,positive
Talk is cheap – there have been a universal background check bill and an assault weapon ban waiting for a vote in C…,Elections,2024-03-12 22:46:00,positive,positive,positive,positive
I've been calling for U.S. action against covert operations since long before the 2016 election. It's abou…,Elections,2024-01-28 03:27:00,neutral,neutral,neutral,neutral
VOTE NOW for the 2017 Art Competition's People's Choice Award! Our high school students appreciate your support!,Elections,2024-11-10 19:25:00,positive,positive,neutral,positive
"Shutting down the government is never a good idea. Today, on the House Floor, I urged Congress to vote on the conti…",Elections,2024-11-20 08:50:00,negative,negative,negative,negative
Amazing what happens when government gets out of the way and allows innovation to flourish. Under Republican leader…,Elections,2024-07-01 17:24:00,positive,positive,positive,positive
"Today, in committee I voted for HR 5931, No More Cash Ransoms To Iran. Paying cash to hostage takers puts all Americans at risk.",Elections,2024-12-04 12:05:00,negative,negative,negative,negative
"Last week, the Republicans tried to pass the so-called ""Balanced Budget"" Amendment after they exploded the deficit…",Elections,2024-05-06 22:04:00,neutral,neutral,neutral,neutral
How many diet cokes did Trump consume while he gulped and waited for the defeat of his pedophile candidate??,Elections,2024-11-20 04:47:00,positive,positive,positive,positive
: RM denounces Russian election and Putin's attack on democracy:,Elections,2024-02-16 00:19:00,neutral,neutral,neutral,neutral
: The Obama Admin issued a veto threat when a previous version of was considered in the 114th Congress.,Elections,2024-02-22 04:05:00,negative,negative,negative,negative
Republicans’ would strip away consumer protections for seniors &amp; service members saving for retirement.,Elections,2024-10-11 16:26:00,neutral,neutral,neutral,neutral
: Tune In: Chairman &amp; Republicans Press Conference on the Budget Agreement - Watch Live,Elections,2024-02-17 19:38:00,positive,positive,positive,positive
The Interior Subcommittee has favorably reported its FY19 Appropriations bill on a voice vote.,Elections,2024-01-07 09:26:00,neutral,neutral,neutral,neutral
We’re live! I’m talking about the secret and controversial campaign finance riders that Republican leaders are tryi…,Elections,2024-05-04 18:33:00,positive,positive,neutral,positive
So the Obama DOJ can open a legally questionable investigation into the Trump campaign—allegedly based on a campaig…,Elections,2024-03-12 08:19:00,negative,negative,negative,negative
"Take a moment to watch &amp; hear why I voted to allow the average SW WA family of four to keep $2,385 more of what the…",Elections,2024-08-10 08:26:00,positive,positive,positive,positive
"On this , let us not forget the terrible impacts of the . Republicans sold out working Americans…",Elections,2024-07-03 08:15:00,negative,negative,negative,negative
"The big, bad wolf of a deficit didn't have to blow the House down, the Republicans let him in.",Elections,2024-11-11 06:29:00,negative,negative,negative,negative
:Can't wait for primary results tonight. Still sad that I'm no longer MA resident. Go Capuano-Somerville leads the way!,Elections,2024-06-19 19:24:00,negative,negative,negative,negative
Kaiser Family Foundation: voted for Medicaid &amp; CHIP cuts that jeopardize treatment for 3 in 10 Americans w/opi…,Elections,2024-06-20 13:52:00,neutral,neutral,neutral,neutral
so-called Midnight Rules Relief Act is dangerous bill that sets dangerous precedent. Voting NO &amp; for protecting health &amp; environ. 6/,Elections,2024-10-31 04:19:00,negative,negative,negative,negative
"Your vote is so important - Team Mike, make sure you get out and vote!",Elections,2024-04-12 15:20:00,positive,positive,positive,positive
.’s drug price proposal is a sham. While Trump campaigned on a promise to take on prescription drug…,Elections,2024-06-12 09:47:00,negative,negative,negative,negative
": ., since you ended , Democrats &amp; Republicans in both the House &amp; Senate have introduced at least 1…",Elections,2024-10-21 07:20:00,negative,negative,negative,negative
Rep. Richmond Votes Against National Flood Insurance Program Reauthorization:,Elections,2024-07-20 11:07:00,neutral,neutral,neutral,neutral
": Michigan has 82,693 children on CHIP who stand to lose their coverage if Senate Democrats shut down the government. …",Elections,2024-10-06 05:43:00,negative,negative,negative,negative
: 12 hours into debate is opening up an overdue debate about U.S. use of force and asserting Congres…,Elections,2024-08-24 22:13:00,neutral,neutral,neutral,neutral
The race in is in a statistical dead heat. Make sure you take advantage of early voting &amp; make your voice heard!,Elections,2024-12-20 02:52:00,positive,positive,positive,positive
